,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id_x,season,roster_id,xA,assists_x,key_passes_x,npg,npxG,xGChain,xGBuildup,assists_y,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id_y,influence,key_passes_y,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,5,1.2202867269515991,90,AMC,Torino,Empoli,1,1,2022-10-09,18670,2022,554495,0.03519456833600998,0,1,0,1.2202867269515991,1.3629463911056519,0.6290392279624939,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,0,2,0.03522985428571701,90,AMC,Napoli,Torino,3,1,2022-10-01,18659,2022,552075,0.23800235986709595,0,3,0,0.03522985428571701,0.2964790463447571,0.023246824741363525,0.0,,,,0.0,0.0,0.0,,,0.0,,,466.0,,,90.0,,0.0,0.0,0.0,,0.0,,2022-10-01T16:30:00Z,,,,0.0,,,20.0,0.0,,0.0,0.0,,0.0,9.0,0.0,1236.0,,,,0.0,2.0,0.0,0.0,-57.0,0.0,57.0,50.0,True,,0.0
2,0,2,0.11473801732063293,90,AMC,Torino,Sassuolo,0,1,2022-09-17,18650,2022,550924,0.015699714422225952,0,1,0,0.11473801732063293,0.22562788426876068,0.1202312484383583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,0,4,0.24631981551647186,90,AMC,Inter,Torino,1,0,2022-09-10,18635,2022,549204,0.2015605866909027,0,3,0,0.24631981551647186,0.4939190447330475,0.09667523950338364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1,2,0.16653567552566528,90,AMC,Torino,Lecce,1,0,2022-09-05,18631,2022,548463,0.046927474439144135,0,1,1,0.16653567552566528,0.8160738348960876,0.6495381593704224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1,1,0.07946000248193741,90,AMC,Atalanta,Torino,3,1,2022-09-01,18620,2022,546634,0.22210076451301575,0,4,1,0.07946000248193741,0.37685397267341614,0.07529319822788239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1,5,0.8465520143508911,90,AMC,Cremonese,Torino,1,2,2022-08-27,18605,2022,544729,0.06803978234529495,0,1,1,0.8465520143508911,1.8186414241790771,0.9270064234733582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,1,0.03693888336420059,90,AMC,Torino,Lazio,0,0,2022-08-20,18592,2022,542586,0.0871199518442154,0,1,0,0.03693888336420059,0.18442751467227936,0.06036867946386337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,0,43,Sub,Monza,Torino,1,2,2022-08-13,18584,2022,541002,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,1,0.029353419318795204,11,Sub,Norwich,West Ham,0,4,2022-05-08,16726,2021,533389,0,0,0,0,0.029353419318795204,0.029353419318795204,0,0.0,,,,0.0,4.0,0.0,,,0.9,,,582.0,,,360.0,,0.0,0.0,1.3,,4.6,,2022-05-08T13:00:00Z,,,,14.0,,,15.0,0.0,,0.0,0.0,,0.0,36.0,0.0,4119.0,,,,4.0,0.0,7.0,1.0,-23.0,27.0,50.0,56.0,False,,0.0
