,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id_x,season,roster_id,xA,assists_x,key_passes_x,npg,npxG,xGChain,xGBuildup,assists_y,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id_y,influence,key_passes_y,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,0,2,0.05421235412359238,90,DR,Bournemouth,Brighton,2,1,2017-09-15,7159,2017,177626,0,0,0,0,0.05421235412359238,0.5104324817657471,0.48395729064941406,0.0,42.0,0.0,0.0,0.0,12.0,0.0,7.0,30.0,3.2,0.0,0.0,60.0,0.0,0.0,41.0,0.0,2.0,0.0,1.7,2162.0,11.4,0.0,2017-09-15T19:00:00Z,15 Sep 20:00,0.0,0.0,90.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,0.0,156162.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,7598.0,20895.0,13297.0,40.0,False,0.0,0.0
1,0,0,0,26,Sub,Brighton,West Bromwich Albion,3,1,2017-09-09,7153,2017,176826,0,0,0,0,0,0,0,0.0,11.0,0.0,0.0,0.0,5.0,0.0,3.0,8.0,0.5,0.0,0.0,60.0,0.0,0.0,32.0,0.0,1.0,0.0,1.3,1618.0,12.2,0.0,2017-09-09T14:00:00Z,09 Sep 15:00,0.0,0.0,28.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,0.0,145534.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,12325.0,31302.0,18977.0,40.0,True,0.0,0.0
2,0,0,0,41,Sub,Watford,Brighton,0,0,2017-08-26,7143,2017,176617,0,0,0,0,0,0.05597721040248871,0.05597721040248871,0.0,14.0,0.0,0.0,0.0,5.0,0.0,2.0,11.0,1.0,0.0,0.0,60.0,0.0,0.0,27.0,1.0,0.0,0.0,0.6,1087.0,5.2,0.0,2017-08-26T14:00:00Z,26 Aug 15:00,0.0,0.0,45.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,127566.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,-10544.0,3028.0,13572.0,40.0,False,0.0,0.0
3,0,0,0,1,Sub,Hull,Liverpool,1,0,2015-04-28,4478,2014,23653,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,0,1,0.01440141536295414,4,Sub,Crystal Palace,Hull,0,2,2015-04-25,4474,2014,25205,0,0,0,0,0.01440141536295414,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,0,1,0.009631522931158543,36,Sub,Hull,Everton,2,0,2015-01-01,4558,2014,22334,0.3792019486427307,1,2,0,0.009631522931158543,0.35500368475914,0.06564230471849442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,0,0,0,90,DL,Hull,Leicester,0,1,2014-12-28,4642,2014,21240,0.4314422905445099,0,1,0,0,0.5167745351791382,0.0853322371840477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,0,1,0.016623876988887787,90,DL,Sunderland,Hull,1,3,2014-12-26,4632,2014,20816,0,0,0,0,0.016623876988887787,0.106246218085289,0.08962234109640121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,0,0,0,62,DL,Hull,West Bromwich Albion,0,0,2014-12-06,4603,2014,22794,0,0,0,0,0,0.017639020457863808,0.017639020457863808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,0,0,0,90,DL,Everton,Hull,1,1,2014-12-03,4596,2014,22534,0,0,0,0,0,0.04274488985538483,0.04274488985538483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
