,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id_x,season,roster_id,xA,assists_x,key_passes_x,npg,npxG,xGChain,xGBuildup,assists_y,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id_y,influence,key_passes_y,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards
0,1,2,0.14394891262054443,90,FWL,Manchester United,Crystal Palace,2,0,2017-05-21,3516,2016,125312,0.016571907326579094,0,1,1,0.14394891262054443,0.36803165078163147,0.22408273816108704,0,40,0,0,0,32,1,1,39,20.2,1,0,674,0,0,377,4,0,1,7.7,23679,36.2,1,2017-05-21T14:00:00Z,21 May 15:00,0,0,90,0,0,5,0,0,0,0,4,0,38,0,274,3,2,1,0,2,21.0,8,267,273,6,45,True,1,0
